克肩一心 pos
醉玉颓山 pos
文质斌斌 pos
舞文弄法 neg
铜打铁铸 pos
瞒天昧地 neg
罪恶深重 neg
连战皆捷 pos
拳打脚踢 neg
儒雅风流 pos
追风蹑景 pos
各不相谋 neg
贼喊捉贼 neg
泥塑木雕 neg
摧朽拉枯 pos
争先恐后 pos
洗手奉职 pos
不咸不淡 neg
以血洗血 neg
马不停蹄 pos
生死存亡 neg
投机倒把 neg
切理餍心 pos
放达不羁 pos
庸中皦皦 pos
蓬勃向上 pos
果熟蒂落 pos
两道三科 neg
骄生惯养 neg
陵弱暴寡 neg
盱衡厉色 neg
恼羞变怒 neg
觉人觉世 neg
说是道非 neg
松柏后凋 pos
挑三嫌四 neg
玉尺量才 
门闾之望 pos
士饱马腾 pos
海底捞月 neg
赃官污吏 neg
恩深义重 pos
鹤骨松筋 pos
行为不检 neg
妖里妖气 neg
下陵上替 neg
肠肥脑满 neg
量能授官 pos
穿窬之盗 neg
筋疲力尽 neg
光天化日 pos
心满原足 pos
辞不达意 neg
观眉说眼 neg
唱筹量沙 neg
保家卫国 pos
引人注目 pos
应答如响 pos
口角风情 pos
心地狭窄 neg
毋庸置言 pos
蕙心纨质 pos
水天一色 pos
恶衣恶食 neg
造作矫揉 neg
鱼龙曼衍 neg
嘻皮涎脸 neg
呆如木鸡 neg
言而不渝 pos
担雪塞井 neg
青蝇点璧 neg
信及豚鱼 pos
没没无闻 neg
韩海苏潮 pos
刀光血影 neg
毛骨悚然 neg
韬曜含光 pos
云中仙鹤 pos
千虑一失 neg
胆寒发竖 neg
坎井之蛙 neg
忠心赤胆 pos
气度不凡 pos
驰名当世 pos
之死靡二 pos
锦片前程 pos
帷薄不修 neg
蹇蹇匪躬 pos
高飞远举 pos
天昏地暗 neg
腐化堕落 neg
没精打采 neg
磨磨蹭蹭 neg
桃腮粉脸 pos
朽木难彫 neg
时不我与 neg
存亡继绝 pos
互相残杀 neg
搬唇递舌 neg
血泪盈襟 neg
追远慎终 pos
浮家泛宅 pos
洞若观火 pos
塞耳盗锺 neg
铜筋铁肋 pos
从令如流 pos
咂嘴弄舌 neg
锦心绣肠 pos
东食西宿 neg
暗锤打人 neg
狗仗人势 neg
不辨菽麦 neg
造谣生事 neg
漏尽钟鸣 neg
顺口开河 neg
岸然道貌 neg
包羞忍耻 pos
令人厌倦 neg
坚如磐石 pos
身名俱灭 neg
呼么喝六 neg
强记博闻 pos
想望风采 pos
伶俐乖巧 pos
叶公好龙 neg
獐头鼠目 neg
中流一壸 pos
自相水火 neg
惠子知我 pos
自拔来归 pos
百代文宗 pos
没两下子 neg
豁达大度 pos
扬清激浊 pos
怙终不悛 neg
鲁阳麾戈 pos
头一无二 pos
弃邪归正 pos
不肖子孙 neg
忠驱义感 pos
徒负虚名 neg
伶仃孤苦 neg
夸父追日 pos
鬼哭天愁 neg
吃后悔药 neg
沁人心腑 pos
析辩诡辞 neg
做鬼做神 neg
聚精会神 pos
雕心雁爪 neg
俯首戢耳 pos
生荣死哀 pos
首鼠两端 neg
龟鹤遐龄 pos
独断独行 neg
普天同庆 pos
设备齐全 pos
不知就里 neg
忧国爱民 pos
谆谆告诫 pos
梯山架壑 pos
无倚无靠 neg
萧墙之危 neg
身远心近 pos
瑶林琼树 pos
相辅而行 pos
不世之功 pos
日暮途穷 neg
鳞次栉比 pos
含沙射影 neg
文奸济恶 neg
钻天打洞 neg
隔靴爬痒 neg
借交报仇 neg
大放厥词 neg
汗牛充栋 pos
厉兵秣马 pos
虚应故事 neg
大厦将颠 neg
喙长三尺 neg
恃勇轻敌 neg
岌岌可危 neg
娓娓而谈 pos
饭囊衣架 neg
垂首过膝 pos
沐仁浴义 pos
干干巴巴 neg
日月交食 neg
周而不比 pos
撒娇撤痴 neg
志大才疏 neg
离心离德 neg
明心见性 pos
国尔忘家 pos
确然不群 pos
视如土芥 neg
蹉跎自误 neg
sigh neg
深文巧诋 neg
欲望难填 neg
少条失教 neg
南州冠冕 pos
颓垣废井 neg
宵鱼垂化 pos
壮士解腕 pos
冠山戴粒 pos
神采奕奕 pos
指天画他 neg
问柳评花 neg
泰然处之 pos
貌是情非 neg
乾乾翼翼 pos
不揣冒昧 pos
贤母良妻 pos
顺风使帆 neg
披毛索厣 neg
廉洁奉公 pos
乱头粗服 neg
无孔不钻 neg
寿山福海 pos
开心丸儿 pos
图财害命 neg
食荼卧棘 neg
危言谠论 pos
鸡皮鹤发 neg
人间地狱 neg
铢施两较 neg
孤恩负义 neg
有隙可乘 neg
虎头蛇尾 neg
傲视轻物 neg
豁目开襟 pos
